datetime,Open,High,Low,Close,volume,rsi,signal,expiry
2026-03-25 14:15:00,23390.3,23403.95,23375.45,23375.75,5310389,42.82664256733812,,2026-03-26
2026-03-25 14:20:00,23375.8,23385.65,23316.8,23321.4,7806118,33.231618283974605,,2026-03-26
2026-03-25 14:25:00,23321.2,23340.85,23314.35,23337.25,6479941,37.620825401168325,,2026-03-26
2026-03-25 14:30:00,23337.35,23353.85,23304.5,23338.0,6403815,37.82909175636948,,2026-03-26
2026-03-25 14:35:00,23338.8,23348.55,23321.3,23337.6,6419029,37.75668871601619,,2026-03-26
2026-03-25 14:40:00,23337.45,23368.05,23336.7,23357.35,5083477,43.50611034523816,,2026-03-26
2026-03-25 14:45:00,23357.1,23367.65,23331.45,23344.7,5131128,40.90016874670325,,2026-03-26
2026-03-25 14:50:00,23345.1,23350.25,23319.1,23325.05,6529717,37.17518585421769,,2026-03-26
2026-03-25 14:55:00,23325.8,23335.25,23318.5,23334.85,6829410,40.104986395768925,,2026-03-26
2026-03-25 15:00:00,23332.5,23357.45,23284.1,23330.0,21678967,39.13236616814228,,2026-03-26
2026-03-25 15:05:00,23330.05,23330.05,23296.65,23321.65,14002733,37.4484955486264,,2026-03-26
2026-03-25 15:10:00,23321.6,23325.4,23299.45,23300.65,17984467,33.539648958308874,,2026-03-26
2026-03-25 15:15:00,23302.95,23311.4,23274.6,23274.6,13666110,29.43520415532657,,2026-03-26
2026-03-25 15:20:00,23277.85,23296.6,23273.95,23296.6,15810929,36.50248386915459,,2026-03-26
2026-03-25 15:25:00,23296.2,23309.0,23287.65,23309.0,12305137,40.14141886057191,PUT_RESISTANCE,2026-03-26
2026-03-27 09:15:00,23173.55,23186.1,23029.4,23041.8,26689833,17.228860897120704,,2026-03-30
2026-03-27 09:20:00,23039.95,23101.15,23025.5,23075.1,13811751,23.118581688757285,,2026-03-30
2026-03-27 09:25:00,23072.7,23087.95,23054.55,23056.8,10019819,22.18435117908373,,2026-03-30
2026-03-27 09:30:00,23056.55,23063.85,23016.85,23018.35,9069264,20.325815996521595,,2026-03-30
2026-03-27 09:35:00,23018.1,23024.15,23000.85,23024.15,6114456,21.395578482101435,,2026-03-30
2026-03-27 09:40:00,23024.3,23055.75,23022.35,23053.55,5967592,26.76344453218939,,2026-03-30
2026-03-27 09:45:00,23053.1,23054.6,23024.85,23039.25,6033882,25.839158376003784,,2026-03-30
2026-03-27 09:50:00,23038.65,23040.1,23014.3,23015.35,8078395,24.326992580856693,,2026-03-30
2026-03-27 09:55:00,23014.3,23017.3,22978.45,22992.25,6243482,22.9302129393632,,2026-03-30
2026-03-27 10:00:00,22991.45,23034.95,22988.8,23024.85,6144398,29.115777674047266,,2026-03-30
2026-03-27 10:05:00,23024.35,23024.35,22998.35,23015.6,6478819,28.418814282278174,,2026-03-30
2026-03-27 10:10:00,23015.5,23015.5,22977.25,22980.5,4437622,25.886567076707852,,2026-03-30
2026-03-27 10:15:00,22980.9,22986.4,22971.75,22973.35,5132014,25.390259511574865,,2026-03-30
2026-03-27 10:20:00,22972.25,23011.25,22967.3,23007.9,5288758,32.15882292701296,,2026-03-30
2026-03-27 10:25:00,23007.65,23014.05,22991.35,23006.75,4618981,32.05458503888179,,2026-03-30
2026-03-27 10:30:00,23006.55,23038.65,23002.9,23009.4,5934104,32.59675937165128,,2026-03-30
2026-03-27 10:35:00,23009.6,23020.4,22996.2,23018.7,4358540,34.56998865506843,,2026-03-30
2026-03-27 10:40:00,23018.4,23018.4,22987.0,22989.15,4469618,31.422285528303988,,2026-03-30
2026-03-27 10:45:00,22988.35,22989.4,22973.0,22977.9,4459334,30.29146288389451,,2026-03-30
2026-03-27 10:50:00,22977.7,22979.65,22948.5,22952.1,5607579,27.818893723413552,,2026-03-30
2026-03-27 10:55:00,22952.25,22977.8,22948.1,22973.5,5152750,32.72419677086267,,2026-03-30
2026-03-27 11:00:00,22973.4,22997.7,22967.1,22979.15,5979130,33.99948684405482,,2026-03-30
2026-03-27 11:05:00,22979.25,22992.85,22972.7,22989.35,4305833,36.345422700919706,,2026-03-30
2026-03-27 11:10:00,22990.5,23001.15,22976.8,22990.45,4991538,36.607112354891655,,2026-03-30
2026-03-27 11:15:00,22990.9,22992.7,22956.25,22960.15,4988767,32.628034358743534,,2026-03-30
2026-03-27 11:20:00,22959.7,22964.0,22946.7,22947.35,5410265,31.090594854935667,,2026-03-30
2026-03-27 11:25:00,22948.8,22961.8,22927.3,22934.5,5338663,29.583520033671036,,2026-03-30
2026-03-27 11:30:00,22935.3,22952.15,22929.3,22938.95,5951995,30.833896127996855,,2026-03-30
2026-03-27 11:35:00,22939.7,22957.0,22934.8,22950.45,5197774,34.09101412724414,,2026-03-30
2026-03-27 11:40:00,22951.4,22957.3,22933.1,22950.55,4750428,34.12006640420552,,2026-03-30
2026-03-27 11:45:00,22950.8,22957.45,22943.45,22949.25,3841106,33.91079899161286,,2026-03-30
2026-03-27 11:50:00,22949.25,22961.8,22946.45,22958.3,4631646,36.81608043863129,,2026-03-30
2026-03-27 11:55:00,22958.1,22958.5,22938.8,22946.65,4912653,34.70129908627197,,2026-03-30
2026-03-27 12:00:00,22946.0,22946.0,22917.2,22936.85,4756259,32.984863737038374,,2026-03-30
2026-03-27 12:05:00,22936.85,22954.25,22932.4,22939.35,4760230,33.88330863194153,,2026-03-30
2026-03-27 12:10:00,22938.3,22940.0,22924.5,22934.35,4515204,32.93236209492986,,2026-03-30
2026-03-27 12:15:00,22932.95,22934.9,22905.95,22909.2,5352847,28.586430486941868,,2026-03-30
2026-03-27 12:20:00,22908.95,22933.2,22905.6,22932.3,4294037,36.83191853105658,,2026-03-30
2026-03-27 12:25:00,22932.8,22964.25,22924.05,22962.3,5510904,45.61433497631835,,2026-03-30
2026-03-27 12:30:00,22962.8,22963.8,22930.65,22958.0,4442076,44.65597687514655,,2026-03-30
2026-03-27 12:35:00,22957.75,22967.55,22950.65,22954.85,4339745,43.927872859756334,,2026-03-30
2026-03-27 12:40:00,22954.95,22965.55,22938.95,22964.7,4582361,46.84635629649119,,2026-03-30
2026-03-27 12:45:00,22965.0,22966.45,22944.4,22956.8,5110237,44.8309452202106,,2026-03-30
2026-03-27 12:50:00,22957.95,22973.2,22939.9,22956.35,4805375,44.71294272708148,,2026-03-30
2026-03-27 12:55:00,22956.55,22961.3,22942.2,22945.65,4373851,41.88952784241842,,2026-03-30
2026-03-27 13:00:00,22945.05,22952.6,22925.85,22926.6,4638868,37.365659249556245,,2026-03-30
2026-03-27 13:05:00,22926.2,22935.9,22925.3,22926.4,4010517,37.32009052180705,,2026-03-30
